"REGION","PRIMARY_SAMPLE_UNIT","STATION_NR","YEAR","MONTH","DAY","HABITAT_CD","STRAT","RUGOSITY_CD","WTD_RUG","LAT_DEGREES","LON_DEGREES","MAPGRID_NR","SUB_REGION_NAME","SUB_REGION_NR","ZONE_NAME","ZONE_NR","MPA_NAME","MPA_NR","ADMIN","PROT","DEPTH_STRAT","MIN_DEPTH","MAX_DEPTH","LOBSTER_NUM","CONCH_NUM","DIADEMA_NUM","A_PALMATA","A_CERVICORNIS","D_CYLINDRUS","M_FEROX","O_ANNULARIS","O_FRANKSI","O_FAVEOLATA"
"FLK",1012,1,2016,12,8,"ISOL_MR","MCPR",NA,0.63,25.31024,-80.21864,1948773,"Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,5.18159983418881,5.48639982443521,0,0,1,"A","A","A","P","A","P","P"
"FLK",1033,1,2016,11,4,"ISOL_LR","MCPR",NA,0.243333333333333,25.61221,-80.10626,2006888,"Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,6.40079979517441,6.40079979517441,0,0,0,"A","A","A","A","A","A","A"
"FLK",1039,1,2016,12,2,"ISOL_MR","MCPR",NA,0.43,25.38479,-80.15346,1968552,"Biscayne",12,"Mid Channel",2,"BISC_MRZ",27,NA,1,NA,7.31519976591361,8.53439972689921,0,0,0,"A","A","A","A","P","P","A"
"FLK",1049,1,2016,12,2,"ISOL_MR","MCPR",NA,0.496666666666667,25.41623,-80.14463,1975761,"Biscayne",12,"Mid Channel",2,"BISC_MRZ",27,NA,1,NA,3.047999902464,3.3527998927104,1,0,7,"A","A","A","A","A","A","P"
"FLK",1056,1,2016,12,8,"ISOL_LR","OFPR",NA,0.243333333333333,25.32453,-80.16182,1952918,"Biscayne",12,"Offshore Patch Reef",3,"Unprotected",0,NA,0,NA,10.667999658624,11.2775996391168,0,0,0,"A","A","A","A","A","A","A"
"FLK",1065,1,2016,12,1,"ISOL_HR","OFPR",NA,0.87,25.43187,-80.13137,1978764,"Biscayne",12,"Offshore Patch Reef",3,"BISC_MRZ",27,NA,1,NA,8.53439972689921,9.14399970739201,0,0,0,"A","A","A","A","A","A","P"
"FLK",1085,1,2016,12,1,"SPGR_LR","FMLR",NA,0.216666666666667,25.40086,-80.12876,1972463,"Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,11.2775996391168,12.4967996001024,0,0,0,"A","A","A","A","A","A","A"
"FLK",1093,1,2016,12,1,"ISOL_HR","FMLR",NA,0.743333333333333,25.45783,-80.11259,1983545,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,17.0687994537984,17.6783994342912,0,0,0,"A","A","A","A","A","P","A"
"FLK",1101,1,2016,12,2,"CONT_HR","FMLR",NA,0.87,25.37697,-80.13488,1966585,"Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,21.6407993074944,22.2503992879872,0,0,0,"A","A","A","A","P","P","P"
"FLK",1123,1,2016,12,2,"SPGR_MR","FMLR",NA,0.376666666666667,25.37554,-80.13761,1966358,"Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,9.14399970739201,9.44879969763841,1,0,0,"A","A","A","A","A","A","A"
"FLK",1140,1,2016,10,21,"ISOL_MR","FDLR",NA,0.523333333333333,25.65975,-80.0879,2013624,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,21.6407993074944,22.5551992782336,0,0,0,"A","A","A","A","A","A","P"
"FLK",1164,1,2016,12,7,"ISOL_MR","OFPR",NA,0.43,25.21282,-80.21911,1918373,"Upper Keys",11,"Offshore Patch Reef",3,"Carysfort",1,NA,1,NA,2.7431999122176,4.8767998439424,1,0,0,"A","A","A","A","A","A","A"
"FLK",1171,1,2016,11,9,"ISOL_MR","FSLR",NA,0.363333333333333,25.16055,-80.28582,1900874,"Upper Keys",11,"Forereef",4,"Unprotected",0,NA,0,NA,3.6575998829568,3.6575998829568,2,0,0,"A","A","A","A","A","A","A"
"FLK",1184,1,2016,12,7,"SPGR_MR","FSLR",NA,0.656666666666667,25.22417,-80.20896,1921995,"Upper Keys",11,"Forereef",4,"Carysfort",1,NA,1,NA,2.7431999122176,4.8767998439424,1,0,0,"A","A","A","A","A","A","A"
"FLK",1201,1,2016,12,7,"SPGR_HR","HRRF",NA,1.26666666666667,25.20969,-80.21816,1917232,"Upper Keys",11,"Forereef",4,"Carysfort",1,NA,1,NA,4.2671998634496,7.01039977566721,0,0,0,"A","A","A","A","A","A","P"
"FLK",1213,1,2016,12,8,"ISOL_MR","FMLR",NA,0.31,25.24075,-80.20821,1926932,"Upper Keys",11,"Forereef",4,"Unprotected",0,NA,0,NA,8.22959973665281,8.83919971714561,0,0,0,"A","A","A","A","A","A","A"
"FLK",1229,1,2016,12,8,"SPGR_MR","FMLR",NA,0.35,25.24529,-80.19686,1928313,"Upper Keys",11,"Forereef",4,"Unprotected",0,NA,0,NA,5.79119981468161,6.40079979517441,0,0,0,"A","A","A","A","A","A","A"
"FLK",1243,1,2016,11,10,"SPGR_HR","HRRF",NA,0.756666666666667,25.12653,-80.26644,1888378,"Upper Keys",11,"Forereef",4,"Unprotected",0,NA,0,NA,25.2983991904512,25.6031991806976,1,0,0,"A","A","A","A","A","P","A"
"FLK",1247,1,2016,12,14,"ISOL_HR","INPR",NA,1.25333333333333,24.94656,-80.55196,1815459,"Mid-Upper Keys Transition",10,"Inshore",1,"Unprotected",0,NA,0,NA,1.523999951232,3.9623998732032,3,0,0,"A","A","A","A","A","A","P"
"FLK",1250,1,2016,8,8,"RUBB_LR","MCPR",NA,0.216666666666667,24.65144,-81.1423,1439851,"Middle Keys",9,"Mid Channel",2,"Unprotected",0,NA,0,NA,9.14399970739201,9.44879969763841,0,0,0,"A","A","A","A","A","A","P"
"FLK",1256,1,2016,12,13,"ISOL_HR","MCPR",NA,1.5,24.93758,-80.54753,1811333,"Mid-Upper Keys Transition",10,"Mid Channel",2,"Hen_Chickens",10,NA,1,NA,2.7431999122176,5.18159983418881,0,0,0,"A","A","A","A","A","A","P"
"FLK",1257,1,2016,9,29,"ISOL_HR","MCPR",NA,1.6,24.90062,-80.6171,1792899,"Mid-Upper Keys Transition",10,"Mid Channel",2,"Unprotected",0,NA,0,NA,3.047999902464,3.6575998829568,0,0,0,"A","A","A","A","A","A","P"
"FLK",1259,1,2016,8,12,"CONT_LR","FSLR",NA,0.216666666666667,24.65291,-81.02397,1444730,"Middle Keys",9,"Forereef",4,"Unprotected",0,NA,0,NA,4.2671998634496,5.18159983418881,0,1,0,"A","A","A","A","A","A","P"
"FLK",1265,1,2016,12,14,"RUBB_LR","FSLR",NA,0.23,24.9466,-80.47281,1815539,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,NA,4.571999853696,5.18159983418881,0,0,0,"A","A","A","A","A","A","A"
"FLK",1282,1,2016,12,13,"SPGR_MR","FMLR",NA,0.623333333333333,24.92227,-80.50582,1804147,"Mid-Upper Keys Transition",10,"Forereef",4,"Davis",9,NA,1,NA,5.79119981468161,6.70559978542081,0,0,0,"A","P","A","A","A","A","A"
"FLK",1284,1,2016,9,30,"SPGR_LR","FMLR",NA,0.176666666666667,24.84862,-80.61772,1761491,"Mid-Upper Keys Transition",10,"Forereef",4,"Alligator",12,NA,1,NA,6.09599980492801,7.01039977566721,0,0,0,"A","A","A","A","A","A","A"
"FLK",1285,1,2016,8,8,"SPGR_HR","HRRF",NA,1.18333333333333,24.62667,-81.10922,1370146,"Middle Keys",9,"Forereef",4,"Sombrero",15,NA,1,NA,3.047999902464,6.09599980492801,0,0,0,"A","A","A","A","A","A","A"
"FLK",1294,1,2016,9,29,"RUBB_LR","FSLR",NA,0.176666666666667,24.86167,-80.60107,1770566,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,NA,3.6575998829568,3.6575998829568,0,0,0,"A","A","A","A","A","A","A"
"FLK",1295,1,2016,12,15,"CONT_MR","FMLR",NA,0.59,24.89379,-80.55383,1789741,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,NA,6.70559978542081,7.92479974640641,0,0,0,"A","A","A","A","A","A","A"
"FLK",1296,1,2016,12,15,"ISOL_LR","FSLR",NA,0.203333333333333,24.89871,-80.56672,1792490,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,NA,5.79119981468161,6.09599980492801,0,0,0,"A","A","A","A","A","A","A"
"FLK",1297,1,2016,12,15,"CONT_LR","FMLR",NA,0.243333333333333,24.9363,-80.48547,1810558,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,NA,8.22959973665281,8.83919971714561,0,0,0,"A","A","A","A","A","A","A"
"FLK",1298,1,2016,12,15,"CONT_MR","FMLR",NA,0.31,24.93924,-80.48933,1812230,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,NA,9.14399970739201,9.14399970739201,0,0,1,"A","A","A","A","A","A","A"
"FLK",1299,1,2016,12,14,"CONT_MR","FMLR",NA,0.536666666666667,24.95293,-80.45909,1818383,"Mid-Upper Keys Transition",10,"Forereef",4,"Conch_Reef",7,NA,1,NA,10.0583996781312,10.0583996781312,0,1,0,"A","A","A","A","A","A","A"
"FLK",1303,1,2016,9,27,"CONT_MR","FMLR",NA,0.563333333333333,24.76335,-80.7553,1671658,"Middle Keys",9,"Forereef",4,"Tennessee",13,NA,1,NA,10.667999658624,10.9727996488704,0,0,0,"A","A","A","P","A","A","A"
"FLK",1310,1,2016,9,29,"ISOL_LR","FSLR",NA,0.243333333333333,24.76754,-80.75204,1678299,"Middle Keys",9,"Forereef",4,"Tennessee",13,NA,1,NA,3.3527998927104,3.6575998829568,0,0,1,"A","A","A","A","A","A","A"
"FLK",1312,1,2016,12,14,"RUBB_LR","FMLR",NA,0.216666666666667,24.908,-80.53004,1797085,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,NA,6.09599980492801,6.70559978542081,0,0,0,"A","A","A","A","A","A","A"
"FLK",1315,1,2016,8,11,"SPGR_LR","FMLR",NA,0.283333333333333,24.61098,-81.17351,1317605,"Middle Keys",9,"Forereef",4,"Unprotected",0,NA,0,NA,7.01039977566721,7.92479974640641,0,1,0,"A","A","A","A","A","A","A"
"FLK",1317,1,2016,8,11,"SPGR_MR","FMLR",NA,0.376666666666667,24.63832,-81.06395,1405414,"Middle Keys",9,"Forereef",4,"Unprotected",0,NA,0,NA,11.2775996391168,12.191999609856,0,0,0,"A","A","A","A","A","A","A"
"FLK",1326,1,2016,12,14,"SPGR_HR","HRRF",NA,0.8,24.95487,-80.45799,1819186,"Mid-Upper Keys Transition",10,"Forereef",4,"Conch_Reef",7,NA,1,NA,5.18159983418881,6.40079979517441,0,0,0,"A","P","A","A","A","A","A"
"FLK",1328,1,2016,12,15,"SPGR_HR","HRRF",NA,1.02333333333333,24.95182,-80.45016,1817990,"Mid-Upper Keys Transition",10,"Forereef",4,"Conch_RO",8,NA,1,NA,22.2503992879872,26.2127991611904,0,0,0,"A","A","A","A","A","A","P"
"FLK",1329,1,2016,12,15,"SPGR_MR","FMLR",NA,0.536666666666667,24.9204,-80.50447,1803291,"Mid-Upper Keys Transition",10,"Forereef",4,"Davis",9,NA,1,NA,13.4111995708416,14.3255995415808,0,0,0,"A","A","A","A","A","A","P"
"FLK",1330,1,2016,12,13,"SPGR_MR","FMLR",NA,0.336666666666667,24.92346,-80.50191,1804581,"Mid-Upper Keys Transition",10,"Forereef",4,"Davis",9,NA,1,NA,11.5823996293632,12.191999609856,0,0,0,"A","A","A","A","A","A","A"
"FLK",1334,1,2016,9,29,"ISOL_LR","FMLR",NA,0.163333333333333,24.76773,-80.75027,1678301,"Middle Keys",9,"Forereef",4,"Tennessee",13,NA,1,NA,6.70559978542081,6.70559978542081,0,0,0,"A","A","A","A","A","A","P"
"FLK",1335,1,2016,8,11,"SPGR_MR","FMLR",NA,0.503333333333333,24.62336,-81.10911,1358764,"Middle Keys",9,"Forereef",4,"Sombrero",15,NA,1,NA,13.4111995708416,14.9351995220736,0,0,0,"A","A","A","A","A","A","A"
"FLK",1340,1,2016,8,12,"SPGR_HR","HRRF",NA,0.896666666666667,24.64668,-81.0322,1427986,"Middle Keys",9,"Forereef",4,"Unprotected",0,NA,0,NA,15.8495994928128,18.5927994050304,1,2,0,"A","A","A","A","A","P","P"
"FLK",1343,1,2016,9,30,"SPGR_HR","HRRF",NA,1.08333333333333,24.8357,-80.63258,1752030,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,NA,19.5071993757696,20.7263993367552,0,0,0,"A","A","A","A","A","P","P"
"FLK",1345,1,2016,12,14,"SPGR_MR","FMLR",NA,0.416666666666667,24.9096,-80.52177,1797995,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,NA,10.9727996488704,12.191999609856,0,0,0,"A","P","A","A","A","A","A"
"FLK",1346,1,2016,12,13,"SPGR_MR","FDLR",NA,0.59,24.91022,-80.50652,1798011,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,NA,27.1271991319296,28.0415991026688,0,0,0,"A","A","A","A","A","A","P"
"FLK",1348,1,2016,12,14,"SPGR_HR","HRRF",NA,1.08333333333333,24.9471,-80.45482,1815963,"Mid-Upper Keys Transition",10,"Forereef",4,"Conch_RO",8,NA,1,NA,22.85999926848,24.0791992294656,2,0,0,"A","A","A","A","A","A","A"
"FLK",1349,1,2016,6,22,"CONT_LR","INPR",NA,0.216666666666667,24.51437,-81.92271,1024720,"Lower Keys",8,"Inshore",1,"Unprotected",0,NA,0,NA,4.8767998439424,4.8767998439424,0,0,0,"A","A","A","A","A","A","P"
"FLK",1350,1,2016,7,13,"ISOL_HR","INPR",NA,1.01666666666667,24.57682,-81.61338,1214471,"Lower Keys",8,"Inshore",1,"Unprotected",0,NA,0,NA,2.4383999219712,3.6575998829568,0,0,0,"A","A","A","A","P","A","P"
"FLK",1354,1,2016,7,20,"ISOL_HR","INPR",NA,0.903333333333333,24.6165849,-81.3907287,1337949,"Lower Keys",8,"Inshore",1,"Newfound_Harbor",18,NA,1,NA,1.8287999414784,3.047999902464,0,0,0,"A","A","A","A","P","A","P"
"FLK",1363,1,2016,6,29,"ISOL_HR","MCPR",NA,0.423333333333333,24.50924,-81.73464,1008990,"Lower Keys",8,"Mid Channel",2,"Unprotected",0,NA,0,NA,7.31519976591361,8.53439972689921,0,0,0,"A","A","A","A","A","A","P"
"FLK",1367,1,2016,7,12,"ISOL_MR","MCPR",NA,0.403333333333333,24.54492,-81.57647,1112813,"Lower Keys",8,"Mid Channel",2,"Unprotected",0,NA,0,NA,4.571999853696,6.40079979517441,0,0,0,"A","A","A","A","P","A","P"
"FLK",1368,1,2016,7,12,"ISOL_MR","MCPR",NA,0.51,24.54466,-81.56509,1112824,"Lower Keys",8,"Mid Channel",2,"Unprotected",0,NA,0,NA,4.2671998634496,5.48639982443521,0,0,0,"A","A","A","A","A","A","A"
"FLK",1371,1,2016,7,21,"ISOL_HR","MCPR",NA,0.73,24.5703358,-81.4577393,1191993,"Lower Keys",8,"Mid Channel",2,"Unprotected",0,NA,0,NA,6.70559978542081,8.83919971714561,0,0,0,"A","A","A","A","A","A","P"
"FLK",1373,1,2016,7,21,"ISOL_MR","MCPR",NA,0.403333333333333,24.5848302,-81.4429769,1237308,"Lower Keys",8,"Mid Channel",2,"Unprotected",0,NA,0,NA,7.31519976591361,7.92479974640641,5,0,0,"A","A","A","A","A","A","A"
"FLK",1376,1,2016,7,20,"ISOL_LR","MCPR",NA,0.176666666666667,24.5975904,-81.4015353,1277090,"Lower Keys",8,"Mid Channel",2,"Unprotected",0,NA,0,NA,7.92479974640641,8.83919971714561,3,0,0,"A","A","A","A","A","A","A"
"FLK",1377,1,2016,6,29,"ISOL_MR","MCPR",NA,0.406666666666667,24.50635,-81.70926,998588,"Lower Keys",8,"Mid Channel",2,"West_Sambo",20,NA,1,NA,5.18159983418881,8.83919971714561,0,0,1,"A","A","A","A","A","A","A"
"FLK",1379,1,2016,6,29,"ISOL_MR","MCPR",NA,0.72,24.51451,-81.69662,1022281,"Lower Keys",8,"Mid Channel",2,"West_Sambo",20,NA,1,NA,7.01039977566721,10.0583996781312,0,0,2,"A","A","A","P","A","P","P"
"FLK",1384,1,2016,6,30,"SPGR_LR","OFPR",NA,0.23,24.50152,-81.67913,985674,"Lower Keys",8,"Offshore Patch Reef",3,"Unprotected",0,NA,0,NA,6.40079979517441,7.61999975616001,0,0,0,"A","A","A","A","A","A","A"
"FLK",1385,1,2016,6,30,"ISOL_MR","OFPR",NA,0.563333333333333,24.50928,-81.6657,1006446,"Lower Keys",8,"Offshore Patch Reef",3,"Unprotected",0,NA,0,NA,5.48639982443521,8.53439972689921,0,0,0,"A","A","A","P","A","A","P"
"FLK",1391,1,2016,6,23,"CONT_MR","FMLR",NA,0.35,24.45114,-81.94607,852426,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,9.44879969763841,10.9727996488704,0,0,0,"A","A","A","A","A","A","A"
"FLK",1395,1,2016,7,12,"RUBB_LR","FSLR",NA,0.216666666666667,24.52624,-81.52184,1054798,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,2.1335999317248,2.4383999219712,0,1,0,"A","A","A","A","A","A","A"
"FLK",1398,1,2016,7,22,"RUBB_LR","FSLR",NA,0.176666666666667,24.54996,-81.40128,1127038,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,NA,4.571999853696,4.8767998439424,0,1,0,"A","A","A","A","A","A","A"
"FLK",1401,1,2016,6,24,"CONT_MR","FSLR",NA,0.483333333333333,24.46411,-81.83917,883564,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,4.571999853696,4.8767998439424,0,0,0,"A","A","A","A","A","A","A"
"FLK",1404,1,2016,6,28,"SPGR_LR","FMLR",NA,0.283333333333333,24.50233,-81.61335,985741,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,10.9727996488704,11.5823996293632,0,0,0,"A","A","A","A","A","A","A"
"FLK",1405,1,2016,6,28,"CONT_LR","FSLR",NA,0.23,24.50298,-81.6223,988316,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,5.48639982443521,6.09599980492801,0,2,0,"A","A","A","A","A","A","A"
"FLK",1409,1,2016,7,13,"SPGR_HR","HRRF",NA,1.12333333333333,24.52311,-81.51885,1046661,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,3.3527998927104,5.79119981468161,0,0,0,"A","A","A","A","A","A","A"
"FLK",1410,1,2016,7,13,"SPGR_MR","FSLR",NA,0.643333333333333,24.52326,-81.51573,1046664,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,4.571999853696,6.40079979517441,0,0,0,"A","A","A","A","A","A","A"
"FLK",1412,1,2016,7,14,"SPGR_HR","HRRF",NA,1.46333333333333,24.545,-81.40713,1112984,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,NA,5.79119981468161,8.53439972689921,0,0,0,"A","A","A","A","A","A","P"
"FLK",1415,1,2016,6,28,"SPGR_MR","FSLR",NA,0.43,24.49362,-81.65982,962596,"Lower Keys",8,"Forereef",4,"East_Sambo",19,NA,1,NA,4.571999853696,5.18159983418881,3,1,0,"A","A","A","A","A","A","A"
"FLK",1416,1,2016,6,28,"SPGR_LR","FSLR",NA,0.23,24.48055,-81.71198,927423,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,NA,5.48639982443521,6.09599980492801,0,1,0,"A","A","A","A","A","A","A"
"FLK",1422,1,2016,6,24,"SPGR_LR","FMLR",NA,0.19,24.45189,-81.88001,852493,"Lower Keys",8,"Forereef",4,"Sand_Key",23,NA,1,NA,6.09599980492801,7.01039977566721,0,0,0,"A","A","A","A","A","A","A"
"FLK",1424,1,2016,6,22,"CONT_MR","FMLR",NA,0.416666666666667,24.44695,-81.97202,840601,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,13.715999561088,14.9351995220736,0,1,0,"A","A","A","A","A","A","A"
"FLK",1427,1,2016,6,29,"SPGR_LR","FMLR",NA,0.243333333333333,24.47273,-81.82445,907741,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,7.31519976591361,7.92479974640641,1,1,0,"A","A","A","A","A","A","A"
"FLK",1431,1,2016,7,22,"ISOL_MR","FMLR",NA,0.616666666666667,24.5404929,-81.4704662,1098942,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,7.61999975616001,8.22959973665281,0,0,0,"A","A","A","A","A","A","P"
"FLK",1434,1,2016,6,28,"RUBB_LR","FSLR",NA,0.15,24.48653,-81.70823,942351,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,NA,2.7431999122176,3.9623998732032,0,7,1,"A","A","A","A","A","A","A"
"FLK",1438,1,2016,6,23,"CONT_LR","FMLR",NA,0.256666666666667,24.44701,-81.95048,840623,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,12.191999609856,12.191999609856,0,4,0,"A","A","A","A","A","A","A"
"FLK",1446,1,2016,7,13,"RUBB_LR","FSLR",NA,0.15,24.52773,-81.52417,1060252,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,5.18159983418881,5.18159983418881,0,1,0,"A","A","A","A","A","A","A"
"FLK",1448,1,2016,6,28,"RUBB_LR","FSLR",NA,0.163333333333333,24.48547,-81.70724,939852,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,NA,2.7431999122176,2.7431999122176,0,15,1,"A","A","A","A","A","A","A"
"FLK",1451,1,2016,6,23,"SPGR_MR","FMLR",NA,0.376666666666667,24.44588,-81.9179,838310,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,10.9727996488704,12.191999609856,0,0,0,"A","A","A","A","A","A","P"
"FLK",1453,1,2016,7,13,"SPGR_MR","FMLR",NA,0.47,24.51864,-81.53465,1033163,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,10.0583996781312,10.9727996488704,1,0,0,"A","A","A","A","A","A","P"
"FLK",1456,1,2016,7,14,"CONT_MR","FMLR",NA,0.536666666666667,24.55071,-81.37587,1129882,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,16.4591994733056,18.5927994050304,3,0,0,"A","A","A","A","A","A","A"
"FLK",1459,1,2016,6,29,"CONT_MR","FMLR",NA,0.59,24.47505,-81.72699,912700,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,NA,13.715999561088,14.9351995220736,0,0,0,"A","A","A","A","A","P","P"
"FLK",1466,1,2016,6,23,"CONT_LR","FMLR",NA,0.176666666666667,24.43734,-81.92087,815067,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,16.1543994830592,16.4591994733056,0,0,0,"A","A","A","A","A","A","P"
"FLK",1467,1,2016,6,23,"CONT_MR","FMLR",NA,0.41,24.43726,-81.9068,815081,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,17.6783994342912,18.287999414784,0,0,0,"A","A","A","A","A","A","A"
"FLK",1470,1,2016,6,27,"SPGR_HR","HRRF",NA,1.21666666666667,24.46136,-81.7559,876444,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,19.811999366016,21.0311993270016,0,0,0,"A","A","A","A","A","P","A"
"FLK",1472,1,2016,6,27,"CONT_HR","FMLR",NA,0.983333333333333,24.46492,-81.82812,885981,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,12.8015995903488,14.9351995220736,0,0,0,"A","A","A","A","A","P","A"
"FLK",1477,1,2016,6,30,"SPGR_MR","FDLR",NA,0.45,24.48205,-81.66455,929947,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,18.8975993952768,20.1167993562624,3,0,0,"A","A","A","P","A","A","A"
"FLK",1479,1,2016,7,14,"ISOL_HR","FDLR",NA,0.73,24.53336,-81.45731,1076783,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,18.287999414784,20.7263993367552,0,0,0,"A","A","A","A","A","A","P"
"FLK",1702,1,2016,6,22,"CONT_LR","MCPR",NA,0.296666666666667,24.46499,-81.9823,888235,"Lower Keys",8,"Mid Channel",2,"Unprotected",0,NA,0,NA,7.01039977566721,7.31519976591361,1,0,1,"A","A","A","A","A","A","P"
"FLK",1741,1,2016,6,29,"CONT_MR","FDLR",NA,0.416666666666667,24.46302,-81.7548,878844,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,NA,17.6783994342912,18.8975993952768,1,0,0,"A","A","A","A","A","A","A"
